timestamp,origin,destination,distance_m,duration_s
2026-05-14 13:31:40.841281,High Tech Park,Landmark 81,15002.5,961.4
2026-05-14 13:31:42.809400,Thu Thiem Tunnel,Binh Thanh,8187.6,578
2026-05-14 13:31:44.644072,Hang Xanh,Eastern Bus Station,2642.9,171
2026-05-14 13:31:46.520240,Tan Son Nhat Airport,Landmark 81,9925.4,863.5
2026-05-14 13:31:48.310964,District 3,Suoi Tien,18505.4,1161.8
2026-05-14 13:31:50.102569,Binh Thanh,District 3,6266.5,432.7
2026-05-14 13:31:51.909845,Eastern Bus Station,Binh Thanh,2943.7,178.3
2026-05-14 13:31:53.691008,Ben Thanh Market,Pham Van Dong,8047.3,579.7
2026-05-14 13:31:55.557164,Landmark 81,Linh Trung,14165.6,1016.3
2026-05-14 13:31:57.411189,Saigon Bridge,District 3,6374.8,490.8
2026-05-14 13:31:59.293953,VNU HCM,High Tech Park,7795.2,617.6
2026-05-14 13:32:01.135080,Eastern Bus Station,Landmark 81,5889,440.1
2026-05-14 13:32:02.971167,Linh Trung,Binh Thanh,14191.6,797.1
2026-05-14 13:32:04.818403,High Tech Park,Thu Thiem Tunnel,19671.4,1280.7
2026-05-14 13:32:06.681384,Landmark 81,Thu Thiem Tunnel,6918.9,616
2026-05-14 13:32:08.552357,Suoi Tien,Landmark 81,14690.4,985.9
2026-05-14 13:32:10.434003,Ben Thanh Market,Tan Son Nhat Airport,7462.5,697.3
2026-05-14 13:32:12.320336,Hang Xanh,Pham Van Dong,3335,246.4
2026-05-14 13:32:14.186798,Eastern Bus Station,Tan Son Nhat Airport,9586.3,679.4
2026-05-14 13:32:16.035178,Thu Duc,District 5,16721.3,1096
2026-05-14 13:32:17.859687,Tan Son Nhat Airport,Hang Xanh,8221.7,700.7
2026-05-14 13:32:19.697009,Thu Thiem Tunnel,Saigon Bridge,5330.6,408.3
2026-05-14 13:32:21.563412,District 3,Ben Thanh Market,2945,249.1
2026-05-14 13:32:23.454913,Tan Son Nhat Airport,Thu Thiem Tunnel,10041.6,867.2
2026-05-14 13:32:25.302834,District 1,Eastern Bus Station,6598.1,456.9
2026-05-14 13:32:27.155835,Landmark 81,District 3,7786.8,639.8
2026-05-14 13:32:29.026798,District 5,Ben Thanh Market,4909.9,378
2026-05-14 13:32:30.894123,Tan Son Nhat Airport,District 5,8273.4,683.5
2026-05-14 13:32:32.703022,Suoi Tien,Linh Trung,3578.5,380.2
2026-05-14 13:32:34.557370,Landmark 81,District 3,7786.8,639.8
2026-05-14 13:32:36.391431,Saigon Bridge,Pham Van Dong,4852,348.9
2026-05-14 13:32:38.254851,Hang Xanh,Ben Thanh Market,5445.2,475.2
2026-05-14 13:32:40.114412,Suoi Tien,High Tech Park,6130.1,501.8
2026-05-14 13:32:41.972976,Thu Thiem Tunnel,Landmark 81,4899.5,433.1
2026-05-14 13:32:43.812358,Tan Son Nhat Airport,Ben Thanh Market,8221,740.5
2026-05-14 13:32:45.671485,Ben Thanh Market,Landmark 81,5383.8,502.4
2026-05-14 13:32:47.494204,Landmark 81,District 1,5018.4,459.3
2026-05-14 13:32:49.355868,Tan Son Nhat Airport,Landmark 81,9925.4,863.5
2026-05-14 13:32:51.213432,Thu Duc,Saigon Bridge,10364.1,706.7
2026-05-14 13:32:53.079797,Binh Thanh,Saigon Bridge,3112.1,219.8
2026-05-14 13:32:54.916616,Landmark 81,District 1,5018.4,459.3
2026-05-14 13:32:56.789204,Hang Xanh,Thu Thiem Tunnel,7172.3,611.9
2026-05-14 13:32:58.628677,VNU HCM,Tan Son Nhat Airport,25089.7,1561.3
2026-05-14 13:33:00.496193,Hang Xanh,Eastern Bus Station,2642.9,171
2026-05-14 13:33:02.399236,Landmark 81,Pham Van Dong,6264,497.9
2026-05-14 13:33:04.254368,Landmark 81,District 3,7786.8,639.8
2026-05-14 13:33:06.077189,District 1,VNU HCM,19848.6,1339.5
2026-05-14 13:33:07.906187,Thu Thiem Tunnel,Thu Duc,13543.8,892.4
2026-05-14 13:33:09.791102,Landmark 81,Binh Thanh,5481.6,420.9
2026-05-14 13:33:11.639932,Linh Trung,Suoi Tien,5419.5,440.6
2026-05-14 13:33:13.471307,Landmark 81,District 5,9386.9,799.1
2026-05-14 13:33:15.341590,Binh Thanh,District 3,6266.5,432.7
2026-05-14 13:33:17.195644,Binh Thanh,High Tech Park,16529.1,1027.2
2026-05-14 13:33:19.074691,District 1,Thu Thiem Tunnel,2497.7,222.2
2026-05-14 13:33:20.926172,Binh Thanh,Suoi Tien,15193.8,913.9
2026-05-14 13:33:22.801488,Ben Thanh Market,Eastern Bus Station,7355.2,504.3
2026-05-14 13:33:24.664704,Linh Trung,Thu Thiem Tunnel,21447.9,1351.4
2026-05-14 13:33:26.541265,Ben Thanh Market,Thu Thiem Tunnel,2691.8,249.3
2026-05-14 13:33:28.509258,District 1,Binh Thanh,6507.8,455.3
2026-05-14 13:33:30.364535,Thu Thiem Tunnel,Eastern Bus Station,8277.9,579.6
2026-05-14 13:33:32.222506,Binh Thanh,Tan Son Nhat Airport,8077.6,620.9
2026-05-14 13:33:34.073580,District 1,Thu Thiem Tunnel,2497.7,222.2
2026-05-14 13:33:35.945295,VNU HCM,High Tech Park,7795.2,617.6
2026-05-14 13:33:37.795379,Saigon Bridge,Suoi Tien,13726.9,824.4
2026-05-14 13:33:39.668780,Ben Thanh Market,High Tech Park,19711.9,1278.5
2026-05-14 13:33:41.613551,VNU HCM,Tan Son Nhat Airport,25089.7,1561.3
2026-05-14 13:33:43.537770,District 1,District 3,3560.6,309.5
2026-05-14 13:33:45.415103,District 1,Eastern Bus Station,6598.1,456.9
2026-05-14 13:33:47.643523,Tan Son Nhat Airport,Landmark 81,9925.4,863.5
2026-05-14 13:33:49.779604,Ben Thanh Market,District 3,3107.9,266.3
2026-05-14 13:33:52.214770,Binh Thanh,Saigon Bridge,3112.1,219.8
2026-05-14 13:33:54.063538,Suoi Tien,Thu Duc,8275.4,567.5
2026-05-14 13:33:56.792236,Tan Son Nhat Airport,District 5,8273.4,683.5
2026-05-14 13:33:58.636743,High Tech Park,District 5,23360.5,1503.2
2026-05-14 13:34:00.502462,Tan Son Nhat Airport,Eastern Bus Station,8954.2,741.7
2026-05-14 13:34:02.384536,Tan Son Nhat Airport,District 1,8186.2,710.6
2026-05-14 13:34:04.273338,District 3,Landmark 81,6275.4,515.6
2026-05-14 13:34:06.156728,Thu Thiem Tunnel,Eastern Bus Station,8277.9,579.6
2026-05-14 13:34:07.992348,Thu Duc,Tan Son Nhat Airport,13940.2,955
2026-05-14 13:34:09.821626,Thu Thiem Tunnel,Pham Van Dong,8970,655
2026-05-14 13:34:11.683755,Eastern Bus Station,Hang Xanh,4185.3,277.3
2026-05-14 13:34:13.569525,Saigon Bridge,Thu Thiem Tunnel,7102.5,574.6
2026-05-14 13:34:15.451574,District 5,Landmark 81,8982.3,719.6
2026-05-14 13:34:17.314327,Linh Trung,Pham Van Dong,13250.9,773.6
2026-05-14 13:34:19.165467,Thu Thiem Tunnel,District 1,4200.3,371.8
2026-05-14 13:34:21.014498,Binh Thanh,Pham Van Dong,4452.1,306.4
2026-05-14 13:34:22.897562,Thu Duc,Tan Son Nhat Airport,13940.2,955
2026-05-14 13:34:24.771753,Linh Trung,Binh Thanh,14191.6,797.1
2026-05-14 13:34:27.157424,Binh Thanh,Thu Duc,9179.9,577.1
2026-05-14 13:34:29.072745,Tan Son Nhat Airport,Thu Thiem Tunnel,10041.6,867.2
2026-05-14 13:34:30.911355,Hang Xanh,Landmark 81,2861.3,319.4
2026-05-14 13:34:32.809610,Linh Trung,Eastern Bus Station,12558.8,698.2
2026-05-14 13:34:34.711425,Ben Thanh Market,Thu Thiem Tunnel,2691.8,249.3
2026-05-14 13:34:36.621456,Hang Xanh,Thu Duc,8062.8,517.1
2026-05-14 13:34:38.551561,Linh Trung,Pham Van Dong,13250.9,773.6
2026-05-14 13:34:40.537700,Linh Trung,District 1,19024.7,1152.9
2026-05-14 13:34:42.532526,Pham Van Dong,VNU HCM,13296.3,989.7
2026-05-14 13:34:44.515785,Suoi Tien,Thu Thiem Tunnel,19359.3,1305.2
2026-05-14 13:34:46.447337,High Tech Park,Binh Thanh,18448.3,1033.8
2026-05-14 13:34:48.332451,District 5,Binh Thanh,10100.7,703.3
2026-05-14 13:34:50.389349,Landmark 81,Binh Thanh,5481.6,420.9
2026-05-14 13:34:52.331931,Thu Duc,District 5,16721.3,1096
2026-05-14 13:34:54.314634,High Tech Park,Suoi Tien,5018.7,354.5
2026-05-14 13:34:56.223008,Thu Thiem Tunnel,District 3,6758.6,536.3
2026-05-14 13:34:58.089094,Pham Van Dong,District 1,8919.3,642.7
2026-05-14 13:34:59.937994,Suoi Tien,District 1,21262.7,1245.4
2026-05-14 13:35:01.806880,Saigon Bridge,High Tech Park,15062.2,937.7
2026-05-14 13:35:03.649634,Saigon Bridge,District 1,5022.5,392.7
2026-05-14 13:35:05.504942,Binh Thanh,Ben Thanh Market,5547.7,423.5
2026-05-14 13:35:07.384170,Tan Son Nhat Airport,District 1,8186.2,710.6
2026-05-14 13:35:09.230332,Landmark 81,Tan Son Nhat Airport,10350.4,853.9
2026-05-14 13:35:11.104342,Saigon Bridge,Tan Son Nhat Airport,8938.4,704.9
2026-05-14 13:35:12.975290,Linh Trung,District 1,19024.7,1152.9
2026-05-14 13:35:14.813741,Ben Thanh Market,Thu Duc,12775.1,850.4
2026-05-14 13:35:16.663884,Saigon Bridge,Thu Duc,9579.8,619.6
2026-05-14 13:35:18.515704,Suoi Tien,Tan Son Nhat Airport,23072.2,1390.7
2026-05-14 13:35:20.347305,Linh Trung,Ben Thanh Market,19720.8,1214.7
2026-05-14 13:35:22.184076,VNU HCM,District 3,21598.9,1460.1
2026-05-14 13:35:24.036349,Thu Thiem Tunnel,Suoi Tien,16089.3,957.6
2026-05-14 13:35:25.933212,Tan Son Nhat Airport,Hang Xanh,8221.7,700.7
2026-05-14 13:35:27.763895,District 5,Eastern Bus Station,10191,704.9
2026-05-14 13:35:29.630063,Hang Xanh,District 1,4749.1,413.4
2026-05-14 13:35:31.491511,Saigon Bridge,Thu Duc,9579.8,619.6
2026-05-14 13:35:33.405919,Saigon Bridge,Pham Van Dong,4852,348.9
2026-05-14 13:35:35.306831,Pham Van Dong,Saigon Bridge,6174.9,475
2026-05-14 13:35:39.205494,Hang Xanh,Eastern Bus Station,2642.9,171
2026-05-14 13:35:41.119111,District 5,Thu Thiem Tunnel,5709.9,488.8
2026-05-14 13:35:43.064785,Thu Thiem Tunnel,VNU HCM,18817.3,1187.1
2026-05-14 13:35:45.022487,Saigon Bridge,Landmark 81,1078.4,138.2
2026-05-14 13:35:46.947932,Suoi Tien,Pham Van Dong,15488.9,866.1
2026-05-14 13:35:48.864524,Saigon Bridge,Thu Duc,9579.8,619.6
2026-05-14 13:35:50.822669,Saigon Bridge,Ben Thanh Market,5718.6,454.5
2026-05-14 13:35:52.914822,Saigon Bridge,District 3,6374.8,490.8
2026-05-14 13:35:54.853235,Suoi Tien,Saigon Bridge,14139.3,911.5
2026-05-14 13:35:56.857049,District 5,Ben Thanh Market,4909.9,378
2026-05-14 13:36:00.602878,Binh Thanh,High Tech Park,16529.1,1027.2
2026-05-14 13:36:02.722426,District 1,District 3,3560.6,309.5
2026-05-14 13:36:04.683343,District 5,VNU HCM,23940.3,1595.3
2026-05-14 13:36:06.630527,District 3,Suoi Tien,18505.4,1161.8
2026-05-14 13:36:08.611936,Ben Thanh Market,Pham Van Dong,8047.3,579.7
2026-05-14 13:36:10.559034,Suoi Tien,VNU HCM,3163.8,311.9
2026-05-14 13:36:12.535604,District 5,District 1,5848.2,458.1
2026-05-14 13:36:14.528528,Hang Xanh,Pham Van Dong,3335,246.4
2026-05-14 13:36:16.557927,District 3,Binh Thanh,7393.7,499.3
2026-05-14 13:36:18.512741,Linh Trung,District 5,23554.3,1407.3
2026-05-14 13:36:20.472735,Linh Trung,Ben Thanh Market,19720.8,1214.7
2026-05-14 13:36:22.421752,Thu Thiem Tunnel,Binh Thanh,8187.6,578
2026-05-14 13:36:24.361806,Eastern Bus Station,Binh Thanh,2943.7,178.3
2026-05-14 13:36:26.357833,District 1,Linh Trung,19674.3,1182.4
2026-05-14 13:36:28.368294,Landmark 81,Ben Thanh Market,5840.4,519
2026-05-14 13:36:30.316044,Landmark 81,District 5,9386.9,799.1
2026-05-14 13:36:32.242558,District 5,Binh Thanh,10100.7,703.3
2026-05-14 13:36:34.146801,Tan Son Nhat Airport,Suoi Tien,23381.9,1450.3
2026-05-14 13:36:36.708841,Eastern Bus Station,Suoi Tien,14427.7,708.6
2026-05-14 13:36:38.654568,High Tech Park,VNU HCM,7746.7,584
2026-05-14 13:36:40.674614,VNU HCM,Linh Trung,5596,550.8
2026-05-14 13:36:42.613820,Thu Thiem Tunnel,Linh Trung,16733.2,1112.5
2026-05-14 13:36:44.660348,VNU HCM,Thu Thiem Tunnel,21024.4,1421
2026-05-14 13:36:47.317041,District 3,Binh Thanh,7393.7,499.3
2026-05-14 13:36:49.257729,Thu Duc,Linh Trung,6943.1,520.4
2026-05-14 13:36:51.229240,Pham Van Dong,Thu Thiem Tunnel,11342.5,841.2
2026-05-14 13:36:53.196964,Landmark 81,Tan Son Nhat Airport,10350.4,853.9
2026-05-14 13:36:55.149601,Hang Xanh,Pham Van Dong,3335,246.4
2026-05-14 13:36:57.069554,Eastern Bus Station,Landmark 81,5889,440.1
2026-05-14 13:36:59.100638,Thu Thiem Tunnel,Saigon Bridge,5330.6,408.3
2026-05-14 13:37:02.374840,Thu Duc,Hang Xanh,9517,617.6
2026-05-14 13:37:04.365561,District 3,Suoi Tien,18505.4,1161.8
2026-05-14 13:37:06.358588,Ben Thanh Market,Binh Thanh,7264.9,502.7
2026-05-14 13:37:08.667167,VNU HCM,Landmark 81,16355.5,1101.7
2026-05-14 13:37:10.512909,High Tech Park,Ben Thanh Market,19352.2,1269.7
2026-05-14 13:37:12.431704,Saigon Bridge,Linh Trung,14370.7,979.3
2026-05-14 13:37:14.302847,Hang Xanh,Thu Thiem Tunnel,7172.3,611.9
2026-05-14 13:37:16.163245,VNU HCM,Pham Van Dong,17506.4,1036.7
2026-05-14 13:37:18.035798,Hang Xanh,Tan Son Nhat Airport,7975.1,672.6
2026-05-14 13:37:19.906937,High Tech Park,Binh Thanh,18448.3,1033.8
2026-05-14 13:37:21.785257,Binh Thanh,Pham Van Dong,4452.1,306.4
2026-05-14 13:37:23.642753,VNU HCM,District 5,24713.5,1643.5
2026-05-14 13:37:25.510642,Eastern Bus Station,Binh Thanh,2943.7,178.3
2026-05-14 13:37:27.391713,District 1,Eastern Bus Station,6598.1,456.9
2026-05-14 13:37:29.235921,Saigon Bridge,Binh Thanh,4069.6,271.9
2026-05-14 13:37:31.077692,Saigon Bridge,Eastern Bus Station,4159.9,273.5
2026-05-14 13:37:32.972576,Thu Duc,Linh Trung,6943.1,520.4
2026-05-14 13:37:34.806065,Suoi Tien,Ben Thanh Market,19040,1294.2
2026-05-14 13:37:37.346359,Linh Trung,High Tech Park,7963.2,643
2026-05-14 13:37:39.204071,Thu Thiem Tunnel,Tan Son Nhat Airport,10629.8,866.8
2026-05-14 13:37:41.034398,Ben Thanh Market,High Tech Park,19711.9,1278.5
2026-05-14 13:37:42.907368,Saigon Bridge,VNU HCM,16454.8,1053.9
2026-05-14 13:37:44.800831,Binh Thanh,District 3,6266.5,432.7
2026-05-14 13:37:46.679371,Saigon Bridge,Thu Duc,9579.8,619.6
2026-05-14 13:37:48.514233,Tan Son Nhat Airport,High Tech Park,21455.1,1600.9
2026-05-14 13:37:50.399439,Hang Xanh,Suoi Tien,17070.6,879.6
2026-05-14 13:37:52.263805,Hang Xanh,Thu Duc,8062.8,517.1
2026-05-14 13:37:54.135933,Hang Xanh,Thu Thiem Tunnel,7172.3,611.9
2026-05-14 13:37:55.961786,Ben Thanh Market,Linh Trung,20431.4,1229.8
2026-05-14 13:37:57.804435,Tan Son Nhat Airport,District 1,8186.2,710.6
2026-05-14 13:37:59.635081,Thu Thiem Tunnel,Saigon Bridge,5330.6,408.3
2026-05-14 13:38:01.460373,High Tech Park,Ben Thanh Market,19352.2,1269.7
2026-05-14 13:38:03.313999,Ben Thanh Market,Suoi Tien,18376.6,1165.2
2026-05-14 13:38:05.153838,Thu Thiem Tunnel,District 1,4200.3,371.8
2026-05-14 13:38:07.009484,High Tech Park,Pham Van Dong,12229.7,898.5
2026-05-14 13:38:08.826358,Linh Trung,Thu Thiem Tunnel,21447.9,1351.4
2026-05-14 13:38:10.657291,VNU HCM,Suoi Tien,5565.7,465.8
2026-05-14 13:38:12.511630,District 5,Landmark 81,8982.3,719.6
2026-05-14 13:38:14.331759,Linh Trung,Saigon Bridge,16280.3,987.9
2026-05-14 13:38:16.201884,District 3,Binh Thanh,7393.7,499.3
2026-05-14 13:38:18.057131,VNU HCM,Hang Xanh,16884,1116.7
2026-05-14 13:38:19.880180,District 1,Binh Thanh,6507.8,455.3
2026-05-14 13:38:21.735172,Tan Son Nhat Airport,Binh Thanh,8669.7,771.7
2026-05-14 13:38:23.607784,VNU HCM,Thu Thiem Tunnel,21024.4,1421
2026-05-14 13:38:25.453719,Ben Thanh Market,High Tech Park,19711.9,1278.5
2026-05-14 13:38:27.265208,Hang Xanh,Pham Van Dong,3335,246.4
2026-05-14 13:38:29.096773,Suoi Tien,Tan Son Nhat Airport,23072.2,1390.7
2026-05-14 13:38:30.921803,Linh Trung,Landmark 81,17136.9,1058.9
2026-05-14 13:38:32.748268,District 5,VNU HCM,23940.3,1595.3
2026-05-14 13:38:34.559899,Tan Son Nhat Airport,Linh Trung,22030.4,1467.2
2026-05-14 13:38:36.374153,Thu Thiem Tunnel,Saigon Bridge,5330.6,408.3
2026-05-14 13:38:38.242100,Linh Trung,Tan Son Nhat Airport,20834.3,1298.2
2026-05-14 13:38:40.041862,District 5,Linh Trung,23267.2,1430.4
2026-05-14 13:38:41.904707,Pham Van Dong,Saigon Bridge,6174.9,475
2026-05-14 13:38:43.739388,Suoi Tien,District 5,25792.2,1499.8
2026-05-14 13:38:45.594874,District 5,Eastern Bus Station,10191,704.9
2026-05-14 13:38:47.431752,High Tech Park,Thu Thiem Tunnel,19671.4,1280.7
2026-05-14 13:38:49.248860,Tan Son Nhat Airport,Landmark 81,9925.4,863.5
2026-05-14 13:38:51.063059,Pham Van Dong,District 5,12532.1,864.3
2026-05-14 13:38:52.918315,Hang Xanh,Thu Thiem Tunnel,7172.3,611.9
2026-05-14 13:38:54.714740,VNU HCM,Suoi Tien,5565.7,465.8
2026-05-14 13:38:56.577327,Eastern Bus Station,Hang Xanh,4185.3,277.3
2026-05-14 13:38:58.429150,Eastern Bus Station,High Tech Park,16971.4,911
2026-05-14 13:39:00.324840,Pham Van Dong,District 3,9714.3,671.6
2026-05-14 13:39:02.149864,Landmark 81,Eastern Bus Station,5571.9,422.5
2026-05-14 13:39:03.992431,District 5,VNU HCM,23940.3,1595.3
2026-05-14 13:39:05.831817,District 1,Hang Xanh,4098.1,330.8
2026-05-14 13:39:07.672107,District 3,Linh Trung,20560.3,1226.4
2026-05-14 13:39:09.515080,Saigon Bridge,District 3,6374.8,490.8
2026-05-14 13:39:11.411006,VNU HCM,District 1,20246.6,1362
2026-05-14 13:39:13.254833,VNU HCM,Eastern Bus Station,16814.2,961.3
2026-05-14 13:39:15.103827,Ben Thanh Market,District 5,4415.5,354.2
2026-05-14 13:39:16.906453,Eastern Bus Station,Landmark 81,5889,440.1
2026-05-14 13:39:18.769385,Suoi Tien,District 3,22677.6,1316.4
2026-05-14 13:39:20.647587,Pham Van Dong,Linh Trung,11279.3,809.9
2026-05-14 13:39:22.541887,Thu Thiem Tunnel,Tan Son Nhat Airport,10629.8,866.8
2026-05-14 13:39:24.378178,Thu Duc,High Tech Park,7567.5,584
2026-05-14 13:39:26.285955,VNU HCM,Linh Trung,5596,550.8
2026-05-14 13:39:28.345224,Eastern Bus Station,Suoi Tien,14427.7,708.6
2026-05-14 13:39:30.276361,Ben Thanh Market,VNU HCM,21104.5,1394.7
2026-05-14 13:39:32.134162,VNU HCM,Eastern Bus Station,16814.2,961.3
2026-05-14 13:39:33.953507,Binh Thanh,District 1,4851.6,361.7
2026-05-14 13:39:35.827570,Thu Duc,Suoi Tien,6232.2,470.7
2026-05-14 13:39:37.659138,Binh Thanh,VNU HCM,17921.8,1143.4
2026-05-14 13:39:39.538417,Hang Xanh,District 3,6164,484.4
2026-05-14 13:39:41.490473,Ben Thanh Market,Tan Son Nhat Airport,7462.5,697.3
2026-05-14 13:39:43.374384,VNU HCM,District 1,20246.6,1362
2026-05-14 13:39:45.275011,VNU HCM,District 1,20246.6,1362
2026-05-14 13:39:47.109364,Binh Thanh,Ben Thanh Market,5547.7,423.5
2026-05-14 13:39:48.954096,Hang Xanh,Thu Thiem Tunnel,7172.3,611.9
2026-05-14 13:39:50.858029,District 1,Tan Son Nhat Airport,7654.6,653.2
2026-05-14 13:39:52.757090,Tan Son Nhat Airport,Hang Xanh,8221.7,700.7
2026-05-14 13:39:54.582555,Suoi Tien,Landmark 81,14690.4,985.9
2026-05-14 13:39:56.452175,Landmark 81,Tan Son Nhat Airport,10350.4,853.9
2026-05-14 13:39:58.310020,Eastern Bus Station,District 5,12306.3,788.5
2026-05-14 13:40:00.165147,Eastern Bus Station,Hang Xanh,4185.3,277.3
2026-05-14 13:40:02.071773,Thu Duc,Pham Van Dong,4964.4,378.4
2026-05-14 13:40:04.000908,VNU HCM,Linh Trung,5596,550.8
2026-05-14 13:40:05.842459,District 1,Linh Trung,19674.3,1182.4
2026-05-14 13:40:07.712150,Pham Van Dong,Ben Thanh Market,9615.4,704.5
2026-05-14 13:40:09.548802,District 3,Thu Thiem Tunnel,4765.6,375.8
2026-05-14 13:40:11.393046,Ben Thanh Market,Thu Duc,12775.1,850.4
2026-05-14 13:40:13.262598,District 5,Ben Thanh Market,4909.9,378
2026-05-14 13:40:15.164428,Suoi Tien,Linh Trung,3578.5,380.2
2026-05-14 13:40:17.024149,Pham Van Dong,Eastern Bus Station,3860,264.4
2026-05-14 13:40:18.884309,Eastern Bus Station,Hang Xanh,4185.3,277.3
2026-05-14 13:40:20.749377,Tan Son Nhat Airport,District 5,8273.4,683.5
2026-05-14 13:40:22.659787,District 5,Thu Duc,15610.9,1051
2026-05-14 13:40:24.555279,District 3,Thu Duc,12903.9,847
2026-05-14 13:40:26.399284,High Tech Park,Linh Trung,5597.3,524.4
2026-05-14 13:40:28.284873,Tan Son Nhat Airport,Saigon Bridge,10073.7,815.6
2026-05-14 13:40:30.130186,Hang Xanh,Suoi Tien,17070.6,879.6
2026-05-14 13:40:32.089269,VNU HCM,Eastern Bus Station,16814.2,961.3
2026-05-14 13:40:33.963973,Tan Son Nhat Airport,District 1,8186.2,710.6
2026-05-14 13:40:35.855267,Binh Thanh,District 5,9381.1,616.1
2026-05-14 13:40:37.852100,Ben Thanh Market,District 1,1502.8,173.1
2026-05-14 13:40:39.835418,Thu Thiem Tunnel,Thu Duc,13543.8,892.4
2026-05-14 13:40:41.734894,VNU HCM,Thu Duc,8855.3,691.6
2026-05-14 13:40:43.664006,Ben Thanh Market,Tan Son Nhat Airport,7462.5,697.3
2026-05-14 13:40:45.573391,Linh Trung,Suoi Tien,5419.5,440.6
2026-05-14 13:40:47.444968,Pham Van Dong,VNU HCM,13296.3,989.7
2026-05-14 13:40:49.364468,District 3,Thu Duc,12903.9,847
2026-05-14 13:40:51.234530,Linh Trung,District 1,19024.7,1152.9
2026-05-14 13:40:53.075006,District 5,Ben Thanh Market,4909.9,378
2026-05-14 13:40:54.992259,Binh Thanh,Thu Duc,9179.9,577.1
2026-05-14 13:40:56.848701,District 3,Thu Thiem Tunnel,4765.6,375.8
2026-05-14 13:40:58.734192,Thu Thiem Tunnel,District 5,8066.2,624.2
2026-05-14 13:41:00.567102,Saigon Bridge,Eastern Bus Station,4159.9,273.5
2026-05-14 13:41:02.474086,Binh Thanh,Saigon Bridge,3112.1,219.8
2026-05-14 13:41:04.298950,District 1,Thu Thiem Tunnel,2497.7,222.2
2026-05-14 13:41:06.179167,Pham Van Dong,Eastern Bus Station,3860,264.4
2026-05-14 13:41:08.111269,Linh Trung,High Tech Park,7963.2,643
2026-05-14 13:41:09.956474,Binh Thanh,Suoi Tien,15193.8,913.9
2026-05-14 13:41:11.880515,Pham Van Dong,High Tech Park,11903.6,873.5
2026-05-14 13:41:15.046309,Eastern Bus Station,Thu Thiem Tunnel,10200,732.6
2026-05-14 13:41:16.882056,Pham Van Dong,Thu Thiem Tunnel,11342.5,841.2
2026-05-14 13:41:18.791126,Landmark 81,District 3,7786.8,639.8
2026-05-14 13:41:20.650169,High Tech Park,Tan Son Nhat Airport,21205.5,1475.1
2026-05-14 13:41:22.496863,Landmark 81,District 5,9386.9,799.1
2026-05-14 13:41:24.385629,Ben Thanh Market,District 3,3107.9,266.3
2026-05-14 13:41:26.241147,District 5,Landmark 81,8982.3,719.6
2026-05-14 13:41:28.085798,District 3,District 5,4479.7,346.9
2026-05-14 13:41:29.940353,VNU HCM,High Tech Park,7795.2,617.6
2026-05-14 13:41:31.805599,High Tech Park,Thu Duc,7502.3,551.3
2026-05-14 13:41:33.678069,Landmark 81,Thu Duc,10991.8,768.6
2026-05-14 13:41:35.518477,District 5,Hang Xanh,7691,578.8
2026-05-14 13:41:37.383070,Hang Xanh,Linh Trung,15719.2,896.5
2026-05-14 13:41:43.033754,Pham Van Dong,District 1,8919.3,642.7
2026-05-14 13:41:44.911293,District 1,Hang Xanh,4098.1,330.8
2026-05-14 13:41:46.757466,Eastern Bus Station,Thu Thiem Tunnel,10200,732.6
2026-05-14 13:41:48.594382,Pham Van Dong,High Tech Park,11903.6,873.5
2026-05-14 13:41:50.521098,Binh Thanh,VNU HCM,17921.8,1143.4
2026-05-14 13:41:52.421288,Pham Van Dong,High Tech Park,11903.6,873.5
2026-05-14 13:41:54.331402,Eastern Bus Station,District 1,7776.8,534.1
2026-05-14 13:41:56.235819,Pham Van Dong,District 1,8919.3,642.7
2026-05-14 13:41:58.146698,Saigon Bridge,Eastern Bus Station,4159.9,273.5
2026-05-14 13:42:00.020894,Thu Duc,Ben Thanh Market,13804.6,936.2
2026-05-14 13:42:01.894303,Thu Thiem Tunnel,Ben Thanh Market,3748.6,316
2026-05-14 13:42:03.766440,Linh Trung,Hang Xanh,15433.2,896.1
2026-05-14 13:42:05.582795,High Tech Park,Suoi Tien,5018.7,354.5
2026-05-14 13:42:07.438178,Hang Xanh,Landmark 81,2861.3,319.4
2026-05-14 13:42:09.272228,Tan Son Nhat Airport,Thu Duc,14349.5,1063.7
2026-05-14 13:42:11.102128,High Tech Park,District 3,20245.9,1319.8
2026-05-14 13:42:12.939297,District 3,Thu Duc,12903.9,847
2026-05-14 13:42:14.860383,Tan Son Nhat Airport,Saigon Bridge,10073.7,815.6
2026-05-14 13:42:16.764165,Landmark 81,District 5,9386.9,799.1
2026-05-14 13:42:18.733903,Hang Xanh,Saigon Bridge,2376.2,231.6
2026-05-14 13:42:20.616353,District 1,High Tech Park,18455.9,1223.3
2026-05-14 13:42:22.493625,Hang Xanh,VNU HCM,19798.6,1109.1
2026-05-14 13:42:24.340546,District 1,Landmark 81,4579.7,422.4
2026-05-14 13:42:26.173757,Landmark 81,Saigon Bridge,1412,149
2026-05-14 13:42:28.029482,Pham Van Dong,Saigon Bridge,6174.9,475
2026-05-14 13:42:29.946440,Eastern Bus Station,District 5,12306.3,788.5
2026-05-14 13:42:31.854092,Linh Trung,Saigon Bridge,16280.3,987.9
2026-05-14 13:42:33.694150,Thu Thiem Tunnel,High Tech Park,17424.7,1070.9
